Id,section,instance_type,instance_category,participant,database,answer,database_type
T2012,TAR_search,target,enzyme,201,SciFinder,Synonym 2,Closed
T2013,TAR_search,target,lgic,201,SciFinder,Not found,Closed
C2011,CPD_biodata,compound,LEAD,201,SciFinder,Target,Closed
C2011,CPD_biodata,compound,LEAD,201,SciFinder,Substance effect,Closed
C2012,CPD_biodata,compound,PROBE,201,SciFinder,Target,Closed
C2012,CPD_biodata,compound,PROBE,201,SciFinder,Substance effect,Closed
C2013,CPD_biodata,compound,CLINICAL_TRIALS,201,SciFinder,Not found,Closed
C2014,CPD_biodata,compound,CLINICAL_TRIALS,201,SciFinder,Target,Closed
C2014,CPD_biodata,compound,CLINICAL_TRIALS,201,SciFinder,Substance effect,Closed
C2015,CPD_biodata,compound,FDA,201,SciFinder,Target,Closed
C2015,CPD_biodata,compound,FDA,201,SciFinder,Substance effect,Closed
T2011,TAR_biodata,target,vgic,201,SciFinder,Not found,Closed
T2012,TAR_biodata,target,enzyme,201,SciFinder,Not found,Closed
T2013,TAR_biodata,target,lgic,201,SciFinder,Not found,Closed
C4091,CPD_search,compound,WITHDRAWN,409,ChEMBL,Synonym 1,Academia
C4091,CPD_search,compound,WITHDRAWN,409,ChEMBL,Synonym 2,Academia
C4091,CPD_search,compound,WITHDRAWN,409,ChEMBL,Synonym 3,Academia
C4091,CPD_search,compound,WITHDRAWN,409,ChEMBL,CAS number,Academia
C4091,CPD_search,compound,WITHDRAWN,409,ChEMBL,Structure search,Academia
C4092,CPD_search,compound,PROBE,409,ChEMBL,Synonym 3,Academia
C4092,CPD_search,compound,PROBE,409,ChEMBL,Structure search,Academia
C4093,CPD_search,compound,PROBE,409,ChEMBL,Synonym 1,Academia
C4093,CPD_search,compound,PROBE,409,ChEMBL,Synonym 2,Academia
C4093,CPD_search,compound,PROBE,409,ChEMBL,Synonym 3,Academia
C4093,CPD_search,compound,PROBE,409,ChEMBL,Structure search,Academia
C4094,CPD_search,compound,CLINICAL_TRIALS,409,ChEMBL,Synonym 1,Academia
C4094,CPD_search,compound,CLINICAL_TRIALS,409,ChEMBL,Synonym 3,Academia
C4094,CPD_search,compound,CLINICAL_TRIALS,409,ChEMBL,CAS number,Academia
C4094,CPD_search,compound,CLINICAL_TRIALS,409,ChEMBL,Structure search,Academia
C4095,CPD_search,compound,FDA,409,ChEMBL,Synonym 1,Academia
C4095,CPD_search,compound,FDA,409,ChEMBL,CAS number,Academia
C4095,CPD_search,compound,FDA,409,ChEMBL,Structure search,Academia
T4091,TAR_search,target,enzyme,409,ChEMBL,Synonym 1,Academia
T4091,TAR_search,target,enzyme,409,ChEMBL,Synonym 2,Academia
T4091,TAR_search,target,enzyme,409,ChEMBL,Synonym 3,Academia
T4091,TAR_search,target,enzyme,409,ChEMBL,UniprotID,Academia
T4092,TAR_search,target,gpcr,409,ChEMBL,Synonym 1,Academia
T4092,TAR_search,target,gpcr,409,ChEMBL,Synonym 2,Academia
T4092,TAR_search,target,gpcr,409,ChEMBL,Synonym 3,Academia
T4092,TAR_search,target,gpcr,409,ChEMBL,UniprotID,Academia
T4093,TAR_search,target,gpcr,409,ChEMBL,Synonym 1,Academia
T4093,TAR_search,target,gpcr,409,ChEMBL,Synonym 2,Academia
T4093,TAR_search,target,gpcr,409,ChEMBL,Synonym 3,Academia
T4093,TAR_search,target,gpcr,409,ChEMBL,UniprotID,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,ChEMBL,Target,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,ChEMBL,Action on target,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,ChEMBL,Activity coefficient,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,ChEMBL,In vivo data,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,ChEMBL,Assay details,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,ChEMBL,Toxicology,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,ChEMBL,Metabolism,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,ChEMBL,References,Academia
C4092,CPD_biodata,compound,PROBE,409,ChEMBL,Target,Academia
C4092,CPD_biodata,compound,PROBE,409,ChEMBL,Action on target,Academia
C4092,CPD_biodata,compound,PROBE,409,ChEMBL,Substance effect,Academia
C4092,CPD_biodata,compound,PROBE,409,ChEMBL,Activity coefficient,Academia
C4092,CPD_biodata,compound,PROBE,409,ChEMBL,In vivo data,Academia
C4092,CPD_biodata,compound,PROBE,409,ChEMBL,Assay details,Academia
C4092,CPD_biodata,compound,PROBE,409,ChEMBL,Toxicology,Academia
C4092,CPD_biodata,compound,PROBE,409,ChEMBL,Metabolism,Academia
C4092,CPD_biodata,compound,PROBE,409,ChEMBL,References,Academia
C4093,CPD_biodata,compound,PROBE,409,ChEMBL,Target,Academia
C4093,CPD_biodata,compound,PROBE,409,ChEMBL,Action on target,Academia
C4093,CPD_biodata,compound,PROBE,409,ChEMBL,Substance effect,Academia
C4093,CPD_biodata,compound,PROBE,409,ChEMBL,Activity coefficient,Academia
C4093,CPD_biodata,compound,PROBE,409,ChEMBL,Disease,Academia
C4093,CPD_biodata,compound,PROBE,409,ChEMBL,In vivo data,Academia
C4093,CPD_biodata,compound,PROBE,409,ChEMBL,Assay details,Academia
C4093,CPD_biodata,compound,PROBE,409,ChEMBL,Toxicology,Academia
C4093,CPD_biodata,compound,PROBE,409,ChEMBL,Metabolism,Academia
C4093,CPD_biodata,compound,PROBE,409,ChEMBL,References,Academia
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,ChEMBL,Target,Academia
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,ChEMBL,Action on target,Academia
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,ChEMBL,Substance effect,Academia
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,ChEMBL,Activity coefficient,Academia
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,ChEMBL,Disease,Academia
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,ChEMBL,References,Academia
C4095,CPD_biodata,compound,FDA,409,ChEMBL,Target,Academia
C4095,CPD_biodata,compound,FDA,409,ChEMBL,Action on target,Academia
C4095,CPD_biodata,compound,FDA,409,ChEMBL,Substance effect,Academia
C4095,CPD_biodata,compound,FDA,409,ChEMBL,Activity coefficient,Academia
C4095,CPD_biodata,compound,FDA,409,ChEMBL,Disease,Academia
C4095,CPD_biodata,compound,FDA,409,ChEMBL,In vivo data,Academia
C4095,CPD_biodata,compound,FDA,409,ChEMBL,Assay details,Academia
C4095,CPD_biodata,compound,FDA,409,ChEMBL,Toxicology,Academia
C4095,CPD_biodata,compound,FDA,409,ChEMBL,Metabolism,Academia
C4095,CPD_biodata,compound,FDA,409,ChEMBL,References,Academia
T4091,TAR_biodata,target,enzyme,409,ChEMBL,Ligand list,Academia
T4092,TAR_biodata,target,gpcr,409,ChEMBL,Ligand list,Academia
T4093,TAR_biodata,target,gpcr,409,ChEMBL,Ligand list,Academia
C4091,CPD_search,compound,WITHDRAWN,409,Guide to Pharmacology,Synonym 1,Academia
C4091,CPD_search,compound,WITHDRAWN,409,Guide to Pharmacology,Synonym 2,Academia
C4091,CPD_search,compound,WITHDRAWN,409,Guide to Pharmacology,CAS number,Academia
C4091,CPD_search,compound,WITHDRAWN,409,Guide to Pharmacology,Structure search,Academia
C4092,CPD_search,compound,PROBE,409,Guide to Pharmacology,Synonym 2,Academia
C4092,CPD_search,compound,PROBE,409,Guide to Pharmacology,CAS number,Academia
C4092,CPD_search,compound,PROBE,409,Guide to Pharmacology,Structure search,Academia
C4093,CPD_search,compound,PROBE,409,Guide to Pharmacology,Synonym 1,Academia
C4093,CPD_search,compound,PROBE,409,Guide to Pharmacology,Synonym 3,Academia
C4093,CPD_search,compound,PROBE,409,Guide to Pharmacology,CAS number,Academia
C4093,CPD_search,compound,PROBE,409,Guide to Pharmacology,Structure search,Academia
C4094,CPD_search,compound,CLINICAL_TRIALS,409,Guide to Pharmacology,Not found,Academia
C4095,CPD_search,compound,FDA,409,Guide to Pharmacology,Synonym 2,Academia
C4095,CPD_search,compound,FDA,409,Guide to Pharmacology,Structure search,Academia
T4091,TAR_search,target,enzyme,409,Guide to Pharmacology,Synonym 1,Academia
T4091,TAR_search,target,enzyme,409,Guide to Pharmacology,Synonym 2,Academia
T4091,TAR_search,target,enzyme,409,Guide to Pharmacology,UniprotID,Academia
T4092,TAR_search,target,gpcr,409,Guide to Pharmacology,Synonym 2,Academia
T4092,TAR_search,target,gpcr,409,Guide to Pharmacology,Synonym 3,Academia
T4092,TAR_search,target,gpcr,409,Guide to Pharmacology,UniprotID,Academia
T4093,TAR_search,target,gpcr,409,Guide to Pharmacology,Synonym 1,Academia
T4093,TAR_search,target,gpcr,409,Guide to Pharmacology,Synonym 2,Academia
T4093,TAR_search,target,gpcr,409,Guide to Pharmacology,Synonym 3,Academia
T4093,TAR_search,target,gpcr,409,Guide to Pharmacology,UniprotID,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,Guide to Pharmacology,Substance effect,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,Guide to Pharmacology,Toxicology,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,Guide to Pharmacology,Metabolism,Academia
C4092,CPD_biodata,compound,PROBE,409,Guide to Pharmacology,Target,Academia
C4092,CPD_biodata,compound,PROBE,409,Guide to Pharmacology,Action on target,Academia
C4092,CPD_biodata,compound,PROBE,409,Guide to Pharmacology,Substance effect,Academia
C4092,CPD_biodata,compound,PROBE,409,Guide to Pharmacology,Activity coefficient,Academia
C4092,CPD_biodata,compound,PROBE,409,Guide to Pharmacology,In vivo data,Academia
C4092,CPD_biodata,compound,PROBE,409,Guide to Pharmacology,References,Academia
C4093,CPD_biodata,compound,PROBE,409,Guide to Pharmacology,Target,Academia
C4093,CPD_biodata,compound,PROBE,409,Guide to Pharmacology,Action on target,Academia
C4093,CPD_biodata,compound,PROBE,409,Guide to Pharmacology,Substance effect,Academia
C4093,CPD_biodata,compound,PROBE,409,Guide to Pharmacology,Activity coefficient,Academia
C4093,CPD_biodata,compound,PROBE,409,Guide to Pharmacology,Disease,Academia
C4093,CPD_biodata,compound,PROBE,409,Guide to Pharmacology,References,Academia
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,Guide to Pharmacology,Not found,Academia
C4095,CPD_biodata,compound,FDA,409,Guide to Pharmacology,Target,Academia
C4095,CPD_biodata,compound,FDA,409,Guide to Pharmacology,Action on target,Academia
C4095,CPD_biodata,compound,FDA,409,Guide to Pharmacology,Substance effect,Academia
C4095,CPD_biodata,compound,FDA,409,Guide to Pharmacology,Activity coefficient,Academia
C4095,CPD_biodata,compound,FDA,409,Guide to Pharmacology,Disease,Academia
C4095,CPD_biodata,compound,FDA,409,Guide to Pharmacology,In vivo data,Academia
C4095,CPD_biodata,compound,FDA,409,Guide to Pharmacology,Toxicology,Academia
C4095,CPD_biodata,compound,FDA,409,Guide to Pharmacology,References,Academia
T4091,TAR_biodata,target,enzyme,409,Guide to Pharmacology,Ligand list,Academia
T4091,TAR_biodata,target,enzyme,409,Guide to Pharmacology,Target description,Academia
T4091,TAR_biodata,target,enzyme,409,Guide to Pharmacology,Classification tree,Academia
T4091,TAR_biodata,target,enzyme,409,Guide to Pharmacology,Disease,Academia
T4092,TAR_biodata,target,gpcr,409,Guide to Pharmacology,Ligand list,Academia
T4092,TAR_biodata,target,gpcr,409,Guide to Pharmacology,Target description,Academia
T4092,TAR_biodata,target,gpcr,409,Guide to Pharmacology,Classification tree,Academia
T4092,TAR_biodata,target,gpcr,409,Guide to Pharmacology,Disease,Academia
T4093,TAR_biodata,target,gpcr,409,Guide to Pharmacology,Ligand list,Academia
T4093,TAR_biodata,target,gpcr,409,Guide to Pharmacology,Target description,Academia
T4093,TAR_biodata,target,gpcr,409,Guide to Pharmacology,Classification tree,Academia
T4093,TAR_biodata,target,gpcr,409,Guide to Pharmacology,Disease,Academia
C4091,CPD_search,compound,WITHDRAWN,409,Probes and Drugs,Not found,Academia
C4092,CPD_search,compound,PROBE,409,Probes and Drugs,Not found,Academia
C4093,CPD_search,compound,PROBE,409,Probes and Drugs,Not found,Academia
C4094,CPD_search,compound,CLINICAL_TRIALS,409,Probes and Drugs,Not found,Academia
C4095,CPD_search,compound,FDA,409,Probes and Drugs,Not found,Academia
T4091,TAR_search,target,enzyme,409,Probes and Drugs,Not found,Academia
T4092,TAR_search,target,gpcr,409,Probes and Drugs,Not found,Academia
T4093,TAR_search,target,gpcr,409,Probes and Drugs,Not found,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,Probes and Drugs,Not found,Academia
C4092,CPD_biodata,compound,PROBE,409,Probes and Drugs,Not found,Academia
C4093,CPD_biodata,compound,PROBE,409,Probes and Drugs,Not found,Academia
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,Probes and Drugs,Not found,Academia
C4095,CPD_biodata,compound,FDA,409,Probes and Drugs,Not found,Academia
T4091,TAR_biodata,target,enzyme,409,Probes and Drugs,Not found,Academia
T4092,TAR_biodata,target,gpcr,409,Probes and Drugs,Not found,Academia
T4093,TAR_biodata,target,gpcr,409,Probes and Drugs,Not found,Academia
C4091,CPD_search,compound,WITHDRAWN,409,DrugBank,Synonym 1,Academia
C4091,CPD_search,compound,WITHDRAWN,409,DrugBank,Synonym 2,Academia
C4091,CPD_search,compound,WITHDRAWN,409,DrugBank,Synonym 3,Academia
C4091,CPD_search,compound,WITHDRAWN,409,DrugBank,CAS number,Academia
C4091,CPD_search,compound,WITHDRAWN,409,DrugBank,Structure search,Academia
C4092,CPD_search,compound,PROBE,409,DrugBank,Synonym 2,Academia
C4092,CPD_search,compound,PROBE,409,DrugBank,CAS number,Academia
C4092,CPD_search,compound,PROBE,409,DrugBank,Structure search,Academia
C4093,CPD_search,compound,PROBE,409,DrugBank,Synonym 1,Academia
C4093,CPD_search,compound,PROBE,409,DrugBank,Synonym 2,Academia
C4093,CPD_search,compound,PROBE,409,DrugBank,Synonym 3,Academia
C4093,CPD_search,compound,PROBE,409,DrugBank,CAS number,Academia
C4093,CPD_search,compound,PROBE,409,DrugBank,Structure search,Academia
C4094,CPD_search,compound,CLINICAL_TRIALS,409,DrugBank,Not found,Academia
C4095,CPD_search,compound,FDA,409,DrugBank,Synonym 1,Academia
C4095,CPD_search,compound,FDA,409,DrugBank,Synonym 2,Academia
C4095,CPD_search,compound,FDA,409,DrugBank,Synonym 3,Academia
C4095,CPD_search,compound,FDA,409,DrugBank,Structure search,Academia
T4091,TAR_search,target,enzyme,409,DrugBank,Synonym 1,Academia
T4091,TAR_search,target,enzyme,409,DrugBank,Synonym 2,Academia
T4091,TAR_search,target,enzyme,409,DrugBank,UniprotID,Academia
T4092,TAR_search,target,gpcr,409,DrugBank,Synonym 1,Academia
T4092,TAR_search,target,gpcr,409,DrugBank,Synonym 2,Academia
T4092,TAR_search,target,gpcr,409,DrugBank,Synonym 3,Academia
T4092,TAR_search,target,gpcr,409,DrugBank,UniprotID,Academia
T4093,TAR_search,target,gpcr,409,DrugBank,Synonym 1,Academia
T4093,TAR_search,target,gpcr,409,DrugBank,Synonym 2,Academia
T4093,TAR_search,target,gpcr,409,DrugBank,Synonym 3,Academia
T4093,TAR_search,target,gpcr,409,DrugBank,UniprotID,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,DrugBank,Target,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,DrugBank,Substance effect,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,DrugBank,Disease,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,DrugBank,In vivo data,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,DrugBank,Toxicology,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,DrugBank,Metabolism,Academia
C4091,CPD_biodata,compound,WITHDRAWN,409,DrugBank,References,Academia
C4092,CPD_biodata,compound,PROBE,409,DrugBank,Target,Academia
C4092,CPD_biodata,compound,PROBE,409,DrugBank,Action on target,Academia
C4092,CPD_biodata,compound,PROBE,409,DrugBank,References,Academia
C4093,CPD_biodata,compound,PROBE,409,DrugBank,Target,Academia
C4093,CPD_biodata,compound,PROBE,409,DrugBank,Action on target,Academia
C4093,CPD_biodata,compound,PROBE,409,DrugBank,Disease,Academia
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,DrugBank,Not found,Academia
C4095,CPD_biodata,compound,FDA,409,DrugBank,Target,Academia
C4095,CPD_biodata,compound,FDA,409,DrugBank,Action on target,Academia
C4095,CPD_biodata,compound,FDA,409,DrugBank,Substance effect,Academia
C4095,CPD_biodata,compound,FDA,409,DrugBank,Disease,Academia
C4095,CPD_biodata,compound,FDA,409,DrugBank,In vivo data,Academia
C4095,CPD_biodata,compound,FDA,409,DrugBank,Assay details,Academia
C4095,CPD_biodata,compound,FDA,409,DrugBank,Toxicology,Academia
C4095,CPD_biodata,compound,FDA,409,DrugBank,Metabolism,Academia
C4095,CPD_biodata,compound,FDA,409,DrugBank,References,Academia
T4091,TAR_biodata,target,enzyme,409,DrugBank,Ligand list,Academia
T4091,TAR_biodata,target,enzyme,409,DrugBank,Target description,Academia
T4092,TAR_biodata,target,gpcr,409,DrugBank,Ligand list,Academia
T4092,TAR_biodata,target,gpcr,409,DrugBank,Target description,Academia
T4093,TAR_biodata,target,gpcr,409,DrugBank,Ligand list,Academia
T4093,TAR_biodata,target,gpcr,409,DrugBank,Target description,Academia
C4091,CPD_search,compound,WITHDRAWN,409,TargetMol,Synonym 1,Vendor
C4091,CPD_search,compound,WITHDRAWN,409,TargetMol,CAS number,Vendor
C4092,CPD_search,compound,PROBE,409,TargetMol,Synonym 3,Vendor
C4092,CPD_search,compound,PROBE,409,TargetMol,CAS number,Vendor
C4093,CPD_search,compound,PROBE,409,TargetMol,Synonym 1,Vendor
C4093,CPD_search,compound,PROBE,409,TargetMol,Synonym 3,Vendor
C4093,CPD_search,compound,PROBE,409,TargetMol,CAS number,Vendor
C4094,CPD_search,compound,CLINICAL_TRIALS,409,TargetMol,Synonym 1,Vendor
C4094,CPD_search,compound,CLINICAL_TRIALS,409,TargetMol,Synonym 3,Vendor
C4094,CPD_search,compound,CLINICAL_TRIALS,409,TargetMol,CAS number,Vendor
C4095,CPD_search,compound,FDA,409,TargetMol,Synonym 1,Vendor
C4095,CPD_search,compound,FDA,409,TargetMol,CAS number,Vendor
T4091,TAR_search,target,enzyme,409,TargetMol,Not found,Vendor
T4092,TAR_search,target,gpcr,409,TargetMol,Synonym 1,Vendor
T4092,TAR_search,target,gpcr,409,TargetMol,Synonym 2,Vendor
T4092,TAR_search,target,gpcr,409,TargetMol,Synonym 3,Vendor
T4093,TAR_search,target,gpcr,409,TargetMol,Synonym 1,Vendor
C4091,CPD_biodata,compound,WITHDRAWN,409,TargetMol,Target,Vendor
C4091,CPD_biodata,compound,WITHDRAWN,409,TargetMol,Action on target,Vendor
C4091,CPD_biodata,compound,WITHDRAWN,409,TargetMol,Substance effect,Vendor
C4091,CPD_biodata,compound,WITHDRAWN,409,TargetMol,Activity coefficient,Vendor
C4091,CPD_biodata,compound,WITHDRAWN,409,TargetMol,Toxicology,Vendor
C4091,CPD_biodata,compound,WITHDRAWN,409,TargetMol,References,Vendor
C4092,CPD_biodata,compound,PROBE,409,TargetMol,Target,Vendor
C4092,CPD_biodata,compound,PROBE,409,TargetMol,Action on target,Vendor
C4092,CPD_biodata,compound,PROBE,409,TargetMol,Substance effect,Vendor
C4092,CPD_biodata,compound,PROBE,409,TargetMol,Activity coefficient,Vendor
C4092,CPD_biodata,compound,PROBE,409,TargetMol,In vivo data,Vendor
C4092,CPD_biodata,compound,PROBE,409,TargetMol,Assay details,Vendor
C4092,CPD_biodata,compound,PROBE,409,TargetMol,References,Vendor
C4093,CPD_biodata,compound,PROBE,409,TargetMol,Target,Vendor
C4093,CPD_biodata,compound,PROBE,409,TargetMol,Action on target,Vendor
C4093,CPD_biodata,compound,PROBE,409,TargetMol,Substance effect,Vendor
C4093,CPD_biodata,compound,PROBE,409,TargetMol,Activity coefficient,Vendor
C4093,CPD_biodata,compound,PROBE,409,TargetMol,Disease,Vendor
C4093,CPD_biodata,compound,PROBE,409,TargetMol,In vivo data,Vendor
C4093,CPD_biodata,compound,PROBE,409,TargetMol,Assay details,Vendor
C4093,CPD_biodata,compound,PROBE,409,TargetMol,References,Vendor
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,TargetMol,Target,Vendor
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,TargetMol,Action on target,Vendor
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,TargetMol,Activity coefficient,Vendor
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,TargetMol,References,Vendor
C4095,CPD_biodata,compound,FDA,409,TargetMol,Target,Vendor
C4095,CPD_biodata,compound,FDA,409,TargetMol,Action on target,Vendor
C4095,CPD_biodata,compound,FDA,409,TargetMol,Substance effect,Vendor
C4095,CPD_biodata,compound,FDA,409,TargetMol,Activity coefficient,Vendor
C4095,CPD_biodata,compound,FDA,409,TargetMol,Disease,Vendor
C4095,CPD_biodata,compound,FDA,409,TargetMol,References,Vendor
T4091,TAR_biodata,target,enzyme,409,TargetMol,Not found,Vendor
T4092,TAR_biodata,target,gpcr,409,TargetMol,Target family page,Vendor
T4092,TAR_biodata,target,gpcr,409,TargetMol,Ligand list,Vendor
T4092,TAR_biodata,target,gpcr,409,TargetMol,Target description,Vendor
T4093,TAR_biodata,target,gpcr,409,TargetMol,Target family page,Vendor
T4093,TAR_biodata,target,gpcr,409,TargetMol,Ligand list,Vendor
T4093,TAR_biodata,target,gpcr,409,TargetMol,Target description,Vendor
C4091,CPD_search,compound,WITHDRAWN,409,MedChemExpress,Synonym 1,Vendor
C4091,CPD_search,compound,WITHDRAWN,409,MedChemExpress,CAS number,Vendor
C4092,CPD_search,compound,PROBE,409,MedChemExpress,Synonym 1,Vendor
C4092,CPD_search,compound,PROBE,409,MedChemExpress,Synonym 3,Vendor
C4092,CPD_search,compound,PROBE,409,MedChemExpress,CAS number,Vendor
C4093,CPD_search,compound,PROBE,409,MedChemExpress,Synonym 1,Vendor
C4093,CPD_search,compound,PROBE,409,MedChemExpress,Synonym 3,Vendor
C4093,CPD_search,compound,PROBE,409,MedChemExpress,CAS number,Vendor
C4094,CPD_search,compound,CLINICAL_TRIALS,409,MedChemExpress,Synonym 1,Vendor
C4094,CPD_search,compound,CLINICAL_TRIALS,409,MedChemExpress,Synonym 3,Vendor
C4094,CPD_search,compound,CLINICAL_TRIALS,409,MedChemExpress,CAS number,Vendor
C4095,CPD_search,compound,FDA,409,MedChemExpress,Synonym 1,Vendor
C4095,CPD_search,compound,FDA,409,MedChemExpress,CAS number,Vendor
T4091,TAR_search,target,enzyme,409,MedChemExpress,Synonym 1,Vendor
T4092,TAR_search,target,gpcr,409,MedChemExpress,Synonym 1,Vendor
T4092,TAR_search,target,gpcr,409,MedChemExpress,Synonym 2,Vendor
T4093,TAR_search,target,gpcr,409,MedChemExpress,Synonym 1,Vendor
C4091,CPD_biodata,compound,WITHDRAWN,409,MedChemExpress,Target,Vendor
C4091,CPD_biodata,compound,WITHDRAWN,409,MedChemExpress,Action on target,Vendor
C4091,CPD_biodata,compound,WITHDRAWN,409,MedChemExpress,Substance effect,Vendor
C4091,CPD_biodata,compound,WITHDRAWN,409,MedChemExpress,Activity coefficient,Vendor
C4091,CPD_biodata,compound,WITHDRAWN,409,MedChemExpress,In vivo data,Vendor
C4091,CPD_biodata,compound,WITHDRAWN,409,MedChemExpress,Assay details,Vendor
C4091,CPD_biodata,compound,WITHDRAWN,409,MedChemExpress,Metabolism,Vendor
C4091,CPD_biodata,compound,WITHDRAWN,409,MedChemExpress,References,Vendor
C4092,CPD_biodata,compound,PROBE,409,MedChemExpress,Target,Vendor
C4092,CPD_biodata,compound,PROBE,409,MedChemExpress,Action on target,Vendor
C4092,CPD_biodata,compound,PROBE,409,MedChemExpress,Substance effect,Vendor
C4092,CPD_biodata,compound,PROBE,409,MedChemExpress,Activity coefficient,Vendor
C4092,CPD_biodata,compound,PROBE,409,MedChemExpress,In vivo data,Vendor
C4092,CPD_biodata,compound,PROBE,409,MedChemExpress,Assay details,Vendor
C4092,CPD_biodata,compound,PROBE,409,MedChemExpress,References,Vendor
C4093,CPD_biodata,compound,PROBE,409,MedChemExpress,Target,Vendor
C4093,CPD_biodata,compound,PROBE,409,MedChemExpress,Action on target,Vendor
C4093,CPD_biodata,compound,PROBE,409,MedChemExpress,Substance effect,Vendor
C4093,CPD_biodata,compound,PROBE,409,MedChemExpress,Activity coefficient,Vendor
C4093,CPD_biodata,compound,PROBE,409,MedChemExpress,Disease,Vendor
C4093,CPD_biodata,compound,PROBE,409,MedChemExpress,In vivo data,Vendor
C4093,CPD_biodata,compound,PROBE,409,MedChemExpress,Assay details,Vendor
C4093,CPD_biodata,compound,PROBE,409,MedChemExpress,References,Vendor
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,MedChemExpress,Target,Vendor
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,MedChemExpress,Action on target,Vendor
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,MedChemExpress,Substance effect,Vendor
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,MedChemExpress,Activity coefficient,Vendor
C4094,CPD_biodata,compound,CLINICAL_TRIALS,409,MedChemExpress,References,Vendor
C4095,CPD_biodata,compound,FDA,409,MedChemExpress,Target,Vendor
C4095,CPD_biodata,compound,FDA,409,MedChemExpress,Action on target,Vendor
C4095,CPD_biodata,compound,FDA,409,MedChemExpress,Substance effect,Vendor
C4095,CPD_biodata,compound,FDA,409,MedChemExpress,Disease,Vendor
C4095,CPD_biodata,compound,FDA,409,MedChemExpress,References,Vendor
T4091,TAR_biodata,target,enzyme,409,MedChemExpress,Target family page,Vendor
T4091,TAR_biodata,target,enzyme,409,MedChemExpress,Ligand list,Vendor
T4091,TAR_biodata,target,enzyme,409,MedChemExpress,Target description,Vendor
T4091,TAR_biodata,target,enzyme,409,MedChemExpress,Classification tree,Vendor
T4091,TAR_biodata,target,enzyme,409,MedChemExpress,Disease,Vendor
T4092,TAR_biodata,target,gpcr,409,MedChemExpress,Target family page,Vendor
T4092,TAR_biodata,target,gpcr,409,MedChemExpress,Ligand list,Vendor
T4092,TAR_biodata,target,gpcr,409,MedChemExpress,Target description,Vendor
T4092,TAR_biodata,target,gpcr,409,MedChemExpress,Classification tree,Vendor
T4093,TAR_biodata,target,gpcr,409,MedChemExpress,Target family page,Vendor
T4093,TAR_biodata,target,gpcr,409,MedChemExpress,Ligand list,Vendor
T4093,TAR_biodata,target,gpcr,409,MedChemExpress,Target description,Vendor
T4093,TAR_biodata,target,gpcr,409,MedChemExpress,Classification tree,Vendor
C4091,CPD_search,compound,WITHDRAWN,409,SelleckChem,Synonym 1,Vendor
C4091,CPD_search,compound,WITHDRAWN,409,SelleckChem,CAS number,Vendor
C4092,CPD_search,compound,PROBE,409,SelleckChem,Synonym 1,Vendor
C4092,CPD_search,compound,PROBE,409,SelleckChem,Synonym 3,Vendor
C4092,CPD_search,compound,PROBE,409,SelleckChem,CAS number,Vendor
C4093,CPD_search,compound,PROBE,409,SelleckChem,Synonym 1,Vendor
C4093,CPD_search,compound,PROBE,409,SelleckChem,Synonym 3,Vendor
C4093,CPD_search,compound,PROBE,409,SelleckChem,CAS number,Vendor
C4094,CPD_search,compound,CLINICAL_TRIALS,409,SelleckChem,Synonym 3,Vendor
C4094,CPD_search,compound,CLINICAL_TRIALS,409,SelleckChem,CAS number,Vendor
C4095,CPD_search,compound,FDA,409,SelleckChem,Synonym 1,Vendor
